id	distance	primary_breed	secondary_breed	is_mixed_breed	primary_color	age	sex	size	coat_length	name	description	primary_photo_url	photo_urls	adoption_status	attributes	special_needs_notes	good_with_children	good_with_dogs	good_with_cats	good_with_other_animals	public_adoption_fee	adoption_fee_waived	organization	label
42150920	714.4500373189866	"Boxer"	"null"	false	"Yellow \/ Tan \/ Blond \/ Fawn"	"Adult"	"Female"	"Large"	"Short"	"Zoey"	"Zoey was adopted from ABR (Atlanta Boxer Rescue) 6 years ago and now ABR, Austin Boxer Rescue, is helping her family find Zoey a new family who will love and protect her like they have. Zoey\u2019s family is a military family and this time she just can\u2019t go where they have to go. Zoey has always live with her family and she is a very gentle, well trained sweetheart at 9 years old. She will follow her humans from room to room and offer a gentle nudge for that pat of affection and acknowledgement. \n\nZoey is fully vetted, heartworm negative, healthy and knows everything she needs to comfortably be a part of her family. She is house, crate and leash trained and can entertain herself with a chew toy for hours. She is dog friendly and is very sympathetic to adults who are not feeling well. She\u2019s been fine with kids, but after proper greetings she\u2019d rather go where they aren\u2019t.\n\nShe is a very pretty fawn girl with a white muzzle and graying eyebrows. She likes car rides and people and play time of course. But mostly, she likes being part of the family, doing what they do, being nearby. She\u2019s pretty low key, easy going, sweet and even keeled. She\u2019d love to go with her family of course, but sometimes finding a new family can be almost as great. Zoey could fit in your family pretty easily.\n"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42150920\/1\/?bust=1531339248"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42150920\/1\/?bust=1531339248","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42150920\/2\/?bust=1547237341","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42150920\/3\/?bust=1547237341","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42150920\/4\/?bust=1547237342","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42150920\/5\/?bust=1547237342"	"adoptable"	"House trained","Spay\/Neuter","Shots Current"	null	true	true	null	null	null	false	Austin Boxer Rescue	not-adopted
42174579	721.4344072142117	"Pit Bull Terrier"	"null"	true	null	"Adult"	"Male"	"Large"	null	"Kline"	"Kline is a whole lot of adorable, sweetness and fun wrapped up in a small package. This charming young pup will quickly make himself at home and endear himself to the whole family. Kline loves to cuddle and will sit next to his person and lick their ears, then climb into their lap to snuggle in nice and close. While he&#039;s highly affectionate and adores people, he&#039;s also good at staying calm when meeting strangers. Kline would hate to overwhelm anyone with his cuteness. Kline enjoys chasing after balls and fluffy toys, but also assumes you won&#039;t want them back, so don&#039;t expect any of that retrieving business. He&#039;s fine if you want to throw another though! Kline has good manners, he walks nicely on leash and has the cutest little prance as he trots along. He&#039;s also a smart pup and already knows &#039;sit&#039; and &#039;shake&#039; and is learning a bunch of new skills in APA!&#039;s Total Obedience Program. The Total Obedience Program (TOP) is modeled after the AKC&#039;s Canine Good Citizen (CGC) test. As a TOP dog, Kline has a personalized training plan and works with a volunteer trainer several times a week to help him learn the skills to become the best dog he can be! Kline is learning skills like down, walking nicely on leash, sitting calmly when approached by strangers or other dogs, staying in a sit or down until told &#039;free,&#039; coming when called and &#039;Place&#039;, which means he will go to a specific place in your home on command. Once he successfully completes all the skills on his training plan, Kline will be considered TOP Dog Ready! Kline is working hard to become a wonderful companion, and as a part of APA&#039;s Total Obedience Program you can work with APA staff to continue to build a training relationship with Kline after adoption and master all the TOP dog skills together. Check out a video on APA&#039;s CGC program, on which the TOP was based: https:\/\/vimeo.com\/89434193 With his beautiful eyes and goofy, affectionate nature, Kline has become a staff and volunteer favorite and he&#039;s ready to become yours. Come meet this great pup!"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42174579\/1\/?bust=1553913134"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42174579\/1\/?bust=1553913134","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42174579\/2\/?bust=1553913520","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42174579\/3\/?bust=1553913845"	"adoptable"	"Spay\/Neuter"	null	null	null	null	null	null	false	Austin Pets Alive!	not-adopted
42208573	794.7121584745947	"Chihuahua"	"null"	false	null	"Senior"	"Male"	"Small"	"Short"	"Manning"	"Hi, i\u2019m Manning!  I\u2019ve been at Missy\u2019s Haven for about 18 months now but I don\u2019t complain.  See I\u2019m not very fond of others, they make me nervous.  I love my foster mommy, she gives me kisses, belly rubs, treats every day, and even hangs out with us and watches tv.  \n\nIf you want to come read to me, see if we may be a match let the wonderful people at MHCR know.  If not it\u2019s okay, like I said they take great care of me and I even have a bunch of new friends.  \n\nI\u2019ve We don\u2019t get the chance to meet, You can help by sponsoring me and all us old timers here, Monetary donations are nice but they always need used or gently used towels, rub a dub dub!  Paper towels, bleach, I love Science Diet small bites, and oh yea, those soft doggy treats.  \n\n- - Manning - - \n\nIf you are interested in adopting, please fill out an application, once submitted we will contact you for a meeting.  Also, we only adopt young puppies out of area once they reach 10 weeks old.  OUT OF STATE ADOPTIONS: We do allow out-of-state adoptions for dogs, however, the adopter MUST pay for all transportation fees.  NOTE: As we believe proper healthcare of one&#039;s pet is a requirement of good ownership, MHCR only adopts out dogs that have been fully vetted and altered. ADOPTION FEE: (includes spay\/neuter, shots, microchip, medicines and medical procedures, if necessary) Please LIKE and share our Facebook page www.facebook.com\/missyshavencr Thanks!\n\nPlease apply http:\/\/www.missyshavencr.org if you are interested in adopting from Missy\u2019s Haven Canine Rescue. More information available by contacting info@missyshavencr.org"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42208573\/2\/?bust=1546701252"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42208573\/2\/?bust=1546701252","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42208573\/1\/?bust=1531857985"	"adoptable"	"House trained","Spay\/Neuter","Shots Current"	null	false	true	true	null	null	false	Missys Haven Canine Rescue	not-adopted
42211125	783.6754440846286	"Shepherd"	"null"	true	null	"Senior"	"Female"	"Medium"	null	"Jacqui"	"Hello dearies, it&#039;s nice to see that you&#039;re interested in me by looking at my profile. I am a very caring and loving mademoiselle. One that can still go on good long walks and enjoys to explore, of course at my age you would think I&#039;d be taking it easy but I feel as young and spry as ever. I am waiting for my forever family to take me to a forever home where I know I&#039;ll be as content and loved as ever. I really hope to meet you soon!\n\nI&#039;m currently being fostered but still need a home! If you would like to meet me, email hsaleen@adltexas.org for more details on how to meet me."	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42211125\/1\/?bust=1543080229"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42211125\/1\/?bust=1543080229","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42211125\/2\/?bust=1543080238","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42211125\/3\/?bust=1543080243"	"adoptable"	"Spay\/Neuter"	null	true	true	null	null	null	false	Animal Defense League of Texas	not-adopted
42220509	723.8098798250418	"German Shorthaired Pointer"	"null"	false	null	"Adult"	"Female"	"Large"	null	"june (corpus christi)"	"null"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42220509\/1\/?bust=1551657994"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42220509\/1\/?bust=1551657994","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42220509\/2\/?bust=1551658019","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42220509\/3\/?bust=1551658033"	"adoptable"	"House trained"	null	null	null	null	null	null	false	Texas GSP Rescue	not-adopted
42223100	721.4344072142117	"Pit Bull Terrier"	"null"	true	null	"Adult"	"Male"	"Medium"	null	"Tyler"	"Tyler loves belly rubs, playing 24\/7 with his doggie foster sibling, taking long naps, and Kong toys. This feisty boy loves everyone, and if he can lay on them to take his naps, that makes his day! Tyler really loves snuggling with his people. Tyler also really wants your attention, so ignore him and he&#039;ll give a little bark to remind you that he&#039;s there and also may need a treat. When he gets excited, his ears flop around and he sticks his butt in the air. His foster mom says his facial expressions are to die for! His eyes are the color of amber and green and he makes you fall in love with him every time you make eye contact. Tyler loves playing with his large foster doggie sibling, and they&#039;re really good about sharing their toys. He has a lot of energy, but he gets it all out playing with his doggie buddy. And once he&#039;s all tuckered out, he&#039;s ready to crash and naps frequently throughout the day. You&#039;ll always know when Tyler&#039;s napping because he&#039;s quite the snorer. You&#039;ll also know because he&#039;ll probably be sleeping on top of you. Tyler is very well-mannered for a young pup and is making good progress on his house-training. His crate-training is also going well as long as toys and treats are part of the bargain, and he sleeps quietly through the night. Chill and playful all in one little baby, Tyler would make a wonderful addition to any number of loving homes, preferably one with a yard for him to run circles in and keep your kids entertained all day. Come meet this perfect pup!"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42223100\/1\/?bust=1553913329"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42223100\/1\/?bust=1553913329","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42223100\/2\/?bust=1553912864","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42223100\/3\/?bust=1553913679"	"adoptable"	"Spay\/Neuter"	null	null	null	null	null	null	false	Austin Pets Alive!	not-adopted
42239053	783.6754440846286	"American Staffordshire Terrier"	"null"	true	null	"Adult"	"Female"	"Large"	null	"Nicolette"	"I am a lady who loves to go for good long walks but the Texas weather can be a bit too much at times for me so I love a good cold floor to lay on when it&#039;s just too hot outside. I enjoy riding in cars and being with my human friends but I am respectful and try not to lay on the seats. I love meeting new people and getting to know them because there&#039;s nothing better than getting new friends! I am hoping to meet you sometime soon so we can be a forever family!\n\nI&#039;m currently being fostered but still need a home! If you would like to meet me, email hsaleen@adltexas.org for more details on how to meet me."	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42239053\/1\/?bust=1544293975"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42239053\/1\/?bust=1544293975","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42239053\/2\/?bust=1544293976","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42239053\/3\/?bust=1544293977"	"adoptable"	"Spay\/Neuter"	null	null	null	null	null	null	false	Animal Defense League of Texas	not-adopted
4224403	798.2767136484331	"German Shepherd Dog"	"null"	true	null	"Adult"	"Female"	"Large"	null	"Minnie"	"&lt;p&gt;\u00a0&lt;\/p&gt;\n&lt;p&gt;Minnie was part of a litter that came to the shelter as pups.  She is a very pretty dog whose mother was a purebred German Shepherd Dog, and we think the dad a Catahoula mix.&lt;\/p&gt;\n&lt;p&gt;Minnie enjoys the companionship of other dogs, is a little shy, but friendly with people, and has a pleasant personality.  She would like to get out of the shelter environment and into a home with people who have time and interest in making her a valued family member.&lt;\/p&gt;\n&lt;p&gt;She will need a fenced yard, house training, and basic obedience training as she has been housed in an outdoor shelter environment to date.  She has not been around kids or cats.&lt;\/p&gt;\n&lt;p&gt;Minnie is spayed and current on vaccinations and heartworm prevention. Est. DOB: 2\/12\/05&lt;br \/&gt;&lt;strong&gt;Click &lt;a href=&quot;http:\/\/www.dogsrus.org\/bios.htm&quot;&gt;&lt;em&gt;here&lt;\/em&gt;&lt;\/a&gt; to complete the adoption questionnaire (link at the top of the page) and email it to: &lt;a href=&quot;mailto:kim@dogsrus.org&quot;&gt;kim@dogsrus.org&lt;\/a&gt;&lt;\/strong&gt;&lt;\/p&gt;\n&lt;p&gt;Visit our &lt;a href=&quot;http:\/\/www.dogsrus.org&quot;&gt;Website&lt;\/a&gt;&lt;a&gt; for more information about our shelter, adoption policies, and procedures.&lt;\/a&gt;&lt;\/p&gt;\n&lt;p&gt;\u00a0&lt;\/p&gt;"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/4224403\/1\/?bust=1495847928"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/4224403\/1\/?bust=1495847928","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/4224403\/2\/?bust=1495847928","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/4224403\/3\/?bust=1495847928"	"adoptable"	"Spay\/Neuter","Shots Current"	null	null	null	null	null	null	false	Las Lomas K9 Rescue &amp; Adoption Foundation	not-adopted
42245846	795.74845713121	"Labrador Retriever"	"null"	false	null	"Young"	"Male"	"Medium"	null	"Mr. Wilson"	"Please contact Jamesa (roxysrescue@yahoo.com), 713-882-2610 for more information about this pet.Meet this fun shy guy who LOVES to play in the pool, that is his favorite toy. I know it is hot outside but I have a feeling Mr. Wilson would be playing in water if it was not hot.\nIf you are looking for a typical puppy with a little shyness to him then you need to meet Mr, Wilson. Give him a little time to warm up to you as he has been protected and spoiled and babied. But if you have toys and lots of toys so he can run around and try to play with all of them then Mr. Wilson is your guy. He plays gentle with his 2 sisters who are also for adoption.\nMr. Wilson&#039;s coat is medium to long, shiny and wavy and does not seem to shed, we have had him since he was 3 months old and not detected any black fur laying around. He is crate trained, sleeps in his crate with the door open.\nMr. Wilson was rescued from his pure breed black Labrador Retriever mother as she lives on the streets. He gets his smarts from her as he watches everything you do and follows you around. He is also independent and not under your feet at all times. Not a barker unless there are stranger coming, then he will run so do not expect him to protect your house, expect him to be your friend and cuddle with you.\n7 months old, quiet, playful, loves people and other dogs and cats, I think that gets him a gold star! He would be great as a companion pet or your sidekick who gazes at your with his pretty eyes. Although he is an inside dog, I hope you can provide a puppy pool for him, I swear it is his favorite toys. He runs and jumps in the pool often and when the water gets dirty, he looks at you sadly until you refill it again then he is just the happiest dog.\nADOPTION FEE &amp; APPLICATION REQUIRED\nRoxy\\&#039;s K-9 Rescue does not have a shelter, all of our dogs are raised in foster homes. Each dog comes spay\/neutered (fixed), rabies shots appropriate for their age, and dewormed twice. The dogs are up to date on vaccinations according to their age at the time of adoption. They are microchipped, heartworm tested and on monthly flea\/tick and heartworm preventative. ALL OF THIS IS INCLUDED IN THE ADOPTION FEE.\nMedical records will come with each dog at the time of adoption.\nOur organization is run by volunteers\/foster parents, please be patient to give us time to respond to your emails and\/or phone calls. We will reply to you. Thank you.\nADOPTION FEE &amp; APPLICATION REQUIRED\n\nRoxy&#039;s K-9 Rescue does not have a shelter, all of our dogs are raised in foster homes. Each dog comes spay\/neutered (fixed), rabies shots appropriate for their age, and dewormed twice. The dogs are up to date on vaccinations according to their age at the time of adoption. They are microchipped, heartworm tested and on monthly flea\/tick and heartworm preventative. ALL OF THIS IS INCLUDED IN THE ADOPTION FEE.\nMedical records will come with each dog at the time of adoption.\nOur organization is run by volunteers\/foster parents, please be patient to give us time to respond to your emails and\/or phone calls. We will reply to you. Thank you.\n\n"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42245846\/1\/?bust=1547989691"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42245846\/1\/?bust=1547989691","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42245846\/2\/?bust=1547989706","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42245846\/3\/?bust=1547989718"	"adoptable"	"House trained","Spay\/Neuter","Shots Current"	null	true	true	true	null	null	false	Roxy&#039;s K-9 Rescue	not-adopted
42248235	798.6954007354682	"American Staffordshire Terrier"	"null"	true	null	"Adult"	"Female"	"Extra Large"	null	"Skye"	"She loves kittens and wants to greet dogs. She is shy sometimes, but warms up quickly and seems to enjoy cuddling other dogs. She never barks and is housebroken. Skye seems to enjoy walks more than running around or playing and is very mellow, preffering to sit near you for pets than join other dogs in roughhousing. She walks without a leash and quickly learned not to be afraid of stairs, which were a big new obstacle at first. I am currently located at San Antonio Pets Alive!, and I am in a foster home. By adopting me, you not only give me a new leash on life; you also save the life of the additional dog who can be rescued from euthanasia and placed in foster care. If you are interested in adopting, please email adopt@sanantoniopetsalive.org with Pet name and ID#. Please allow us up to 24 hours to respond as all fosters work with us on a volunteer basis. To find out how you can get involved and help turn San Antonio into a no-kill city, please visit us at www.sanantoniopetsalive.org"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42248235\/1\/?bust=1553909205"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42248235\/1\/?bust=1553909205","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42248235\/2\/?bust=1553909351","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42248235\/3\/?bust=1553909441"	"adoptable"	"Spay\/Neuter","Shots Current"	null	null	null	null	null	null	false	San Antonio Pets Alive!	not-adopted
42248236	798.6954007354682	"American Staffordshire Terrier"	"null"	true	null	"Adult"	"Female"	"Large"	null	"Laila"	"null"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42248236\/1\/?bust=1553909140"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42248236\/1\/?bust=1553909140"	"adoptable"	"Spay\/Neuter","Shots Current"	null	null	null	null	null	null	false	San Antonio Pets Alive!	not-adopted
42266291	724.676984354231	"Redbone Coonhound"	"null"	false	"Brindle"	"Senior"	"Female"	"Large"	"Short"	"Penny"	"THIS IS A COURTESY LISTING. ADR is not responsible for the health, temperament, behavior or placement of this dog. Listings are done at the request of the dog&#039;s owner and as an outreach and community service in hopes of finding these dogs a loving, stable forever home. Placement decisions are made solely at the discretion of the owner and not Austin Dog Rescue. Owners are required to ask for an adoption fee from adopters.\n\nThis is the information that we received from Penny&#039;s current owner:\n\nPenny is a 7-year-old Redtick Coonhound, 70 pounds, and is super sweet. We had a baby last year, and no matter how we keep the two apart... it just doesn\u2019t work. We need to rehome Penny, and know many people will love her. She\u2019s very loving and a great dog that anyone can see is a very lovely lady.\n\nPenny is okay with kids long as they are older kids. As far as dogs, she\u2019s never been too fond of other dogs, but we adopted her from a home that had two other dogs (so I\u2019m not sure what happened there). Not sure about cats... but we have cats that have been in our yard, and she couldn&#039;t care less.\n\nIf you are interested in meeting this sweet girl, please contact Julia at: julia.c.morrow@gmail.com"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42266291\/1\/?bust=1532358773"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42266291\/1\/?bust=1532358773","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42266291\/2\/?bust=1532358779","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42266291\/3\/?bust=1532358786"	"adoptable"	"House trained","Spay\/Neuter","Shots Current"	null	false	true	null	null	null	false	Austin Dog Rescue	not-adopted
42275583	655.5770922945218	"Border Collie"	"null"	true	null	"Young"	"Male"	"Medium"	"Short"	"white out"	"null"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42275583\/1\/?bust=1532448254"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42275583\/1\/?bust=1532448254"	"adoptable"	"Spay\/Neuter","Shots Current"	null	null	null	null	null	null	false	Handfuls on Purpose \/ HOPE	not-adopted
42280674	721.4344072142117	"American Staffordshire Terrier"	"null"	true	null	"Adult"	"Male"	"Extra Large"	null	"Fridge"	"Don&#039;t let his name fool you because Fridge is anything but cold! When you first look at Fridge, he might seem so stoic and serious, but when he flashes that ear-to-ear grin, your heart will melt like a scoop of ice cream on a hot summer&#039;s day! This sweet boy is the perfect dog for those of us who enjoy our quiet time. He is happy to lay right under your feet while chewing on his favorite toy, offering the quiet comfort that only dogs can provide. In the home, Fridge proved to be the perfect houseguest, potty-trained and non-destructive. Give him a squeaky toy and he&#039;ll happily trot around the house like a playful puppy. During his sleepovers, he does great on his own, with minimal barking and lots of napping! In fact, his sleepover friend described him as a &#039;lovely, easy dog.&#039; Fridge can be shy with new people at first, but when he leans in for a pet you know you&#039;ve got a friend for life. He intuitively knows exactly what his human friends need, whether it&#039;s a kiss on the cheek, a soothing lean against your leg, or playful antics that will make you laugh. Fridge is as loyal as they come and prefers to be as close to his people as possible and likes looking into their eyes as they stroke his soft velvety fur. Fridge really seems to enjoys observing his people, and human companionship (and head pets!) are his favorite things. Oh, and tennis balls. Fridge&#039;s fetch game is on point and he has an A+ in &#039;Drop&#039;. Fridge has a moderate energy level - not too lazy, not too playful. He&#039;s mastered his basic commands and is thriving in APA!&#039;s Total Obedience Program. The Total Obedience Program (TOP) is modeled after the AKC&#039;s Canine Good Citizen (CGC) test. As a TOP dog, Fridge has a personalized training plan and works with a volunteer trainer several times a week to help him learn the skills to become the best dog he can be! Fridge is learning skills like walking nicely on leash, sitting calmly when approached by strangers or other dogs, staying in a sit or down until told &#039;free,&#039; and coming when called. His greatest skill, however, is scoring bonus treats from his trainer when he flashes his trademark puppy-dog eyes. Once Fridge successfully completes all the skills on his training plan, he will be considered TOP Dog Ready! Fridge is working hard to become a wonderful companion, and as a part of APA&#039;s Total Obedience Program you can work with APA staff to continue to build a training relationship with Fridge after adoption and master all the TOP dog skills together. Check out a video on APA&#039;s CGC program, on which the TOP was based: https:\/\/vimeo.com\/89434193 Fridge is a gem of a dog and he&#039;s looking for that special person to make his own. We have no doubt he will make his forever family very happy, so if you&#039;re in need of a loyal and loving best friend, come meet Fridge today!"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42280674\/1\/?bust=1553912876"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42280674\/1\/?bust=1553912876","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42280674\/2\/?bust=1553913312","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42280674\/3\/?bust=1553913680"	"adoptable"	"Spay\/Neuter"	null	null	null	null	null	null	false	Austin Pets Alive!	adopted
42284019	773.5021262726781	"Pit Bull Terrier"	"null"	false	null	"Adult"	"Female"	"Medium"	null	"Madison"	"Madison is a sweet loving lady who is not cat or dog friendly. But she loves people, kids and playing in the water. She is desperate for a family to love her and will be a great addition as an only pet."	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42284019\/1\/?bust=1556071253"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42284019\/1\/?bust=1556071253","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42284019\/2\/?bust=1554749179","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42284019\/3\/?bust=1554749186"	"adoptable"	"Spay\/Neuter","Shots Current"	null	false	false	false	null	null	false	Pet Adoptions of Cuero, Inc.	not-adopted
42288525	783.6754440846286	"Dachshund"	"Beagle"	true	null	"Senior"	"Female"	"Medium"	null	"Samantha Lynn"	"Welcome to the Wonderful World of Rescue Dachshunds. Look around and read their bios. Find a few whose personality seems to fit well. Consider one of our Well Seasoned Seniors who are truly wonderful and have so much to offer. Need help finding the best fit? We&#039;ll help with that too. Please fill out an application and let\u2019s get you all matched up with a loving new \u201cfurever\u2019 companion and friend. You\u2019ll find the application on the \u201cAvailable Dogs\u201d page.\nNOTE:\n\nAdoptions to Texas residents only\n\n.\n\nStandard Adoption Fee Adult Dog: $250 ea. Puppy Adoption Fee: $300 ea. Reduced rates for Seniors dogs (10 and up). Reduced rates for pairs (when adopted together).\n\nEmail: ddrtxinfo@gmail.com Primary Website: www.DDRTX.org\nYou know that feeling of instant gratitude when you know you made somebody happy? That&#039;s what you get every time you give Samantha Lynn even just a little bit of attention. When you speak to her, the tail wags. When you pet her she gives the most beautiful smile. She&#039;s that good girl you&#039;ve been looking for. Her inability to see doesn&#039;t hinder her much at all. She learns her environment quickly and then nothing is in her way. Give your heart to her and she will give you her all. She will listen to you on walks, but will need your guidance for the bigger obstacles. If you have a step up to the couch she will even figure that out and join you! Intelligent, amazing, and beautiful \u2013 that is how her foster dad would describe her. Samantha gets along well with her Dachshund friend. So if you&#039;re looking for a wonderful soul look no further. Fill out that paperwork and let yourself be part of her life! Samantha Lynn is blind in the right eye and may possibly have extremely limited vision in the left. She will require some patience and assistance from time to time. She would do best in a home free of clutter and with a yard without many obstacles. She is an extremely quick learner who gets along with other dogs.\nLove dachshunds and not ready to adopt or circumstances won&#039;t permit having a dog? How about being a sponsor or making a donation. Every one of our dachshunds receives excellent medical care along with day to day food, love and housing. Being non-profit, we rely on generous individuals like yourselves to help save these fur babies. You can do this specifically for one dog with the sponsor button on their webpage or a general donation on our \u201cHow To Help\u201d page. Easy and quick through Pay Pal or your debit\/credit card. You generosity is sincerely appreciated by all and is tax deductable. Need other ideas? You&#039;ll find tons of them on the How to Help tab. All contributions are tax deductable.\n\nDiamond Dachshund Rescue of Texas is a non-profit 501(c)(3) volunteer organization with focus on rescue and adoption of pure breed Dachshunds. All dogs are fully vetted and housed on private property. Meetings are scheduled upon adoption approval. Thank you for your continued support to the rescue and shelter communities!\nOpt to Adopt!\n\n"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42288525\/1\/?bust=1554902055"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42288525\/1\/?bust=1554902055","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42288525\/2\/?bust=1554902056","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42288525\/3\/?bust=1554902054"	"adoptable"	"Spay\/Neuter"	null	null	true	null	null	null	false	Diamond Dachshund Rescue of Texas	not-adopted
42309359	796.0018657812168	"Boston Terrier"	"Chihuahua"	true	null	"Young"	"Male"	"Small"	null	"Frisco"	"You can fill out an adoption application online on our official website."	null		"adoptable"		null	null	null	null	null	null	false	A Doggie 4 You	not-adopted
42309360	796.0018657812168	"Boston Terrier"	"Chihuahua"	true	null	"Young"	"Male"	"Small"	null	"Fresno"	"You can fill out an adoption application online on our official website."	null		"adoptable"		null	null	null	null	null	null	false	A Doggie 4 You	not-adopted
42333185	723.8098798250418	"German Shorthaired Pointer"	"null"	false	null	"Senior"	"Female"	"Large"	null	"Mollie DFW"	"null"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42333185\/1\/?bust=1551658008"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42333185\/1\/?bust=1551658008","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42333185\/2\/?bust=1551658023","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42333185\/3\/?bust=1551658037"	"adoptable"		null	null	null	null	null	null	false	Texas GSP Rescue	not-adopted
42333186	723.8098798250418	"German Shorthaired Pointer"	"null"	false	null	"Adult"	"Male"	"Large"	null	"Levi DFW"	"null"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42333186\/1\/?bust=1551657998"	"https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42333186\/1\/?bust=1551657998","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42333186\/2\/?bust=1551658025","https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/42333186\/3\/?bust=1551658036"	"adoptable"	"Shots Current"	null	null	null	null	null	null	false	Texas GSP Rescue	not-adopted
